"Champion","Name","Erscheinungsdatum","TagDate","BannrateNachher","BannrateVorher","BeliebtheitNachher","BeliebtheitVorher","GewinnrateNachher","GewinnrateVorher","DeltaBannrate","DeltaBeliebtheit","DeltaGewinnrate"
"Kassadin","Festival","12-Feb-2010",14652,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kassadin","Deep One","01-Aug-2010",14822,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kassadin","Count","24-Oct-2019",18193,0.0555,0.0734,0.0437,0.0647,0.5044,0.5061,-0.0179,-0.021,-0.00170000000000003
"Katarina","Original","18-Sep-2009",14505,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katarina","Mercenary","20-Nov-2009",14568,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katarina","High Command","22-Feb-2011",15027,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katarina","Sandstorm","02-Jan-2012",15341,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katarina","Warring Kingdoms","10-Feb-2015",16476,0.5293,0.5224,0.1235,0.1236,0.5428,0.5311,0.00690000000000002,-0.000100000000000003,0.0116999999999999
"Katarina","PROJECT","01-Aug-2016",17014,0.015,0.0037,0.0914,0.0506,0.5108,0.5136,0.0113,0.0408,-0.00279999999999991
"Katarina","Battle Academia","15-May-2019",18031,0.0578,0.0521,0.0711,0.0649,0.5127,0.5221,0.0057,0.0062,-0.00939999999999996
"Katarina","Blood Moon","20-Feb-2020",18312,0.0978,0.0861,0.086,0.0803,0.5234,0.5087,0.0117,0.0057,0.0146999999999999
"Katarina","Red Card","24-Jun-2010",14784,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katarina","Bilgewater","29-Aug-2010",14850,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katarina","Kitty Cat","19-Oct-2010",14901,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katarina","Slay Belle","14-Dec-2012",15688,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katarina","Death Sworn","25-Oct-2017",17464,0.225,0.1775,0.0839,0.0729,0.5216,0.5146,0.0475,0.011,0.00700000000000001
"Kayle","Original","21-Feb-2009",14296,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kayle","Viridian","01-Jun-2010",14761,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kayle","Battleborn","18-Apr-2011",15082,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kayle","Aether Wing","18-Jan-2013",15723,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kayle","Iron Inquisitor","04-May-2016",16925,0.0075,0.0107,0.0482,0.0571,0.5303,0.5455,-0.0032,-0.0089,-0.0152
"Kayle","Pentakill","08-Aug-2017",17386,0.0118,0.0185,0.0385,0.0437,0.5188,0.5405,-0.0067,-0.0052,-0.0216999999999999
"Kayle","Transcended","13-Jul-2010",14803,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kayle","Riot","12-Aug-2014",16294,0.0212,0.5718,0.0394,0.0994,0.5127,0.5064,-0.5506,-0.06,0.00630000000000008
"Kayle","Silver","13-Nov-2009",14561,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kayle","Judgment","22-Aug-2011",15208,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kayn","Original","11-Jul-2017",17358,0.4328,NA,0.1905,NA,0.4669,NA,NA,NA,NA
"Kayn","Soulhunter","11-Jul-2017",17358,0.4328,NA,0.1905,NA,0.4669,NA,NA,NA,NA
"Kayn","Odyssey","12-Sep-2018",17786,0.0912,0.0324,0.1251,0.0798,0.4951,0.4968,0.0588,0.0453,-0.00170000000000003
"Kennen","Original","08-Apr-2010",14707,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kennen","Karate","08-Nov-2010",14921,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kennen","Kennen M.D.","29-Mar-2011",15062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kennen","Arctic Ops","29-Dec-2011",15337,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kennen","Blood Moon","25-Feb-2016",16856,7e-04,9e-04,0.0285,0.0288,0.4994,0.5131,-2e-04,-0.000299999999999998,-0.0137
"Kennen","Super","29-Mar-2017",17254,0.0084,0.0052,0.0598,0.0383,0.5089,0.5085,0.0032,0.0215,0.000400000000000067
"Kennen","Deadly","08-Apr-2010",14707,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kennen","Swamp Master","08-Apr-2010",14707,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Khazix","Original","26-Sep-2012",15609,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Khazix","Mecha","26-Sep-2012",15609,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Khazix","Guardian of the Sands","09-Sep-2014",16322,0.2458,0.0054,0.3053,0.0759,0.5294,0.5003,0.2404,0.2294,0.0291
"Khazix","Death Blossom","17-Mar-2016",16877,0.0233,6e-04,0.0963,0.0472,0.4935,0.4867,0.0227,0.0491,0.00679999999999997
"Khazix","Dark Star","03-May-2017",17289,0.0239,0.0955,0.1439,0.1302,0.5087,0.5056,-0.0716,0.0137,0.00309999999999999
"Khazix","Championship","27-Sep-2018",17801,0.1394,0.0468,0.1317,0.0865,0.5127,0.4974,0.0926,0.0452,0.0153
"Kindred","Original","13-Oct-2015",16721,0.4472,NA,0.1708,NA,0.5245,NA,NA,NA,NA
"Kindred","Shadowfire","13-Oct-2015",16721,0.4472,NA,0.1708,NA,0.5245,NA,NA,NA,NA
"Kindred","Super Galaxy","25-May-2016",16946,0.5105,0.4505,0.1135,0.1252,0.5386,0.5436,0.0599999999999999,-0.0117,-0.005
"Kled","Original","09-Aug-2016",17022,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kled","Sir","09-Aug-2016",17022,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kled","Count Kledula","24-Oct-2018",17828,0.0099,0.0158,0.0346,0.0377,0.5231,0.5214,-0.0059,-0.0031,0.00170000000000003
"KogMaw","Original","24-Jun-2010",14784,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KogMaw","Monarch","16-Nov-2010",14929,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KogMaw","Lion Dance","01-Feb-2011",15006,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KogMaw","Jurassic","23-Mar-2012",15422,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KogMaw","Battlecast","25-Nov-2014",16399,8e-04,0.0014,0.0265,0.0309,0.5025,0.5049,-6e-04,-0.0044,-0.00240000000000007
"KogMaw","Pug'Maw","29-Mar-2017",17254,0.0368,0.0021,0.0827,0.0261,0.5348,0.5698,0.0347,0.0566,-0.0349999999999999
"KogMaw","Caterpillar","24-Jun-2010",14784,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KogMaw","Sonoran","24-Jun-2010",14784,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KogMaw","Reindeer","14-Dec-2010",14957,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KogMaw","Deep Sea","19-Sep-2011",15236,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KogMaw","Hextech","07-Dec-2017",17507,0.0089,0.1351,0.042,0.1223,0.5123,0.5123,-0.1262,-0.0803,0
"Leblanc","Original","02-Nov-2010",14915,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leblanc","Wicked","02-Nov-2010",14915,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leblanc","Prestigious","02-Nov-2010",14915,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leblanc","Elderwood","10-Mar-2016",16870,0.0831,0.0492,0.1406,0.1309,0.4772,0.473,0.0339,0.00970000000000001,0.00420000000000004
"Leblanc","Program","15-Nov-2018",17850,0.3032,0.2395,0.1017,0.1059,0.4948,0.508,0.0637,-0.0042,-0.0132
"Leblanc","Mistletoe","14-Dec-2011",15322,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leblanc","Ravenborn","28-Oct-2014",16371,0.017,0.0093,0.087,0.0432,0.4741,0.4657,0.0077,0.0438,0.00840000000000002
"Leblanc","iG","23-Apr-2019",18009,0.1255,0.1564,0.0674,0.0856,0.4668,0.4729,-0.0309,-0.0182,-0.00609999999999999
"LeeSin","Original","01-Apr-2011",15065,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LeeSin","Traditional","01-Apr-2011",15065,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LeeSin","Acolyte","01-Apr-2011",15065,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LeeSin","Dragon Fist","10-Jan-2012",15349,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LeeSin","Muay Thai","24-Jul-2012",15545,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LeeSin","Pool Party","09-Sep-2013",15957,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LeeSin","Knockout","31-May-2015",16586,0.0319,0.0626,0.2675,0.2721,0.4735,0.4665,-0.0307,-0.00459999999999999,0.00699999999999995
"LeeSin","God Fist","05-Apr-2017",17261,0.2113,0.1255,0.4337,0.3519,0.5159,0.4932,0.0858,0.0818,0.0227
"LeeSin","Nightbringer","12-Dec-2019",18242,0.2651,0.2296,0.3203,0.3079,0.4883,0.4846,0.0355,0.0124,0.00370000000000004
"LeeSin","SKT T1","04-May-2014",16194,0.1454,0.1621,0.4412,0.4095,0.4902,0.4877,-0.0167,0.0317,0.0025
"LeeSin","Playmaker","14-Jun-2018",17696,0.0833,0.0456,0.2111,0.1622,0.4974,0.4806,0.0377,0.0489,0.0168
"LeeSin","Prestige Nightbringer","12-Dec-2019",18242,0.2651,0.2296,0.3203,0.3079,0.4883,0.4846,0.0355,0.0124,0.00370000000000004
"Leona","Original","13-Jul-2011",15168,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leona","Valkyrie","13-Jul-2011",15168,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leona","Iron Solari","10-Feb-2012",15380,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leona","Pool Party","09-Sep-2013",15957,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leona","PROJECT","07-Sep-2015",16685,0.0067,0.0156,0.1444,0.1252,0.5047,0.5076,-0.0089,0.0192,-0.00290000000000001
"Leona","Barbecue","07-Sep-2016",17051,0.0043,0.01,0.0859,0.109,0.5089,0.5055,-0.0057,-0.0231,0.00340000000000007
"Leona","Solar Eclipse","27-Nov-2018",17862,0.0492,0.0403,0.0903,0.0856,0.4985,0.5092,0.0089,0.00470000000000001,-0.0107
"Leona","Lunar Eclipse","27-Nov-2018",17862,0.0492,0.0403,0.0903,0.0856,0.4985,0.5092,0.0089,0.00470000000000001,-0.0107
"Leona","Mecha Kingdoms","15-Jan-2020",18276,0.3665,0.1871,0.1629,0.1188,0.5113,0.5182,0.1794,0.0441,-0.00690000000000002
"Leona","Defender","13-Jul-2011",15168,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lissandra","Original","29-Apr-2013",15824,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lissandra","Bloodstone","29-Apr-2013",15824,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lissandra","Blade Queen","26-May-2014",16216,0.0119,0.0019,0.034,0.0316,0.4794,0.4802,0.01,0.0024,-0.000800000000000023
"Lissandra","Program","06-Apr-2016",16897,0.0092,0.0443,0.0908,0.0865,0.4797,0.4793,-0.0351,0.00430000000000001,0.000400000000000011
"Lissandra","Coven","27-Nov-2018",17862,0.0763,0.0264,0.0835,0.0827,0.513,0.5101,0.0499,0.000800000000000009,0.00290000000000001
"Lucian","Original","21-Aug-2013",15938,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lucian","Hired Gun","21-Aug-2013",15938,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lucian","PROJECT","07-Sep-2015",16685,0.001,8e-04,0.1952,0.1146,0.4702,0.4647,2e-04,0.0806,0.0055
"Lucian","High Noon","30-Aug-2018",17773,0.063,0.062,0.2373,0.2062,0.504,0.5011,0.001,0.0311,0.00290000000000001
"Lucian","Demacia Vice","18-Jul-2019",18095,0.0211,0.0237,0.1681,0.1257,0.478,0.476,-0.0026,0.0424,0.002
"Lucian","Striker","18-Jun-2014",16239,0.0298,0.0335,0.3854,0.3752,0.4825,0.5109,-0.0037,0.0102,-0.0284
"Lucian","Heartseeker","02-Feb-2017",17199,0.001,9e-04,0.1141,0.0976,0.4851,0.4529,1e-04,0.0165,0.0322
"Lulu","Original","20-Mar-2012",15419,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lulu","Wicked","20-Mar-2012",15419,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lulu","Dragon Trainer","13-Nov-2012",15657,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lulu","Pool Party","25-Jun-2015",16611,0.0015,0.0026,0.0746,0.0898,0.5131,0.5006,-0.0011,-0.0152,0.0125
"Lulu","Star Guardian","05-Oct-2016",17079,0.0013,0.0023,0.0715,0.0738,0.5249,0.4939,-0.001,-0.00230000000000001,0.031
"Lulu","Cosmic Enchantress","21-Aug-2018",17764,0.0821,0.0849,0.131,0.1138,0.4812,0.4866,-0.0028,0.0172,-0.00539999999999996
"Lulu","Pajama Guardian","21-Nov-2018",17856,0.0515,0.0713,0.099,0.1217,0.4893,0.4851,-0.0198,-0.0227,0.00420000000000004
"Lulu","Bittersweet","20-Mar-2012",15419,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lulu","Winter Wonder","19-Dec-2013",16058,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lux","Original","19-Oct-2010",14901,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lux","Sorceress","19-Oct-2010",14901,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lux","Spellthief","19-Oct-2010",14901,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lux","Commando","17-Jun-2011",15142,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lux","Steel Legion","01-Feb-2013",15737,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lux","Star Guardian","17-May-2015",16572,0.0011,7e-04,0.0829,0.0563,0.496,0.4914,4e-04,0.0266,0.00459999999999999
"Lux","Elementalist","28-Nov-2016",17133,0.0063,0.0026,0.1332,0.0939,0.4995,0.5183,0.0037,0.0393,-0.0188
"Lux","Pajama Guardian","21-Nov-2018",17856,0.0082,0.0052,0.1163,0.0897,0.5111,0.5007,0.003,0.0266,0.0104
"Lux","Battle Academia","15-May-2019",18031,0.0444,0.0119,0.2226,0.132,0.5291,0.516,0.0325,0.0906,0.0131
"Lux","Dark Cosmic","26-Mar-2020",18347,0.0088,0.0041,0.1075,0.0748,0.4933,0.4867,0.0047,0.0327,0.00659999999999999
"Lux","Cosmic","26-Mar-2020",18347,0.0088,0.0041,0.1075,0.0748,0.4933,0.4867,0.0047,0.0327,0.00659999999999999
"Lux","Imperial","29-Nov-2011",15307,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lux","Lunar Empress","08-Feb-2018",17570,0.0026,0.0031,0.0582,0.0664,0.4822,0.4993,-5e-04,-0.0082,-0.0171
"Lux","Prestige Battle Academia","15-May-2019",18031,0.0444,0.0119,0.2226,0.132,0.5291,0.516,0.0325,0.0906,0.0131
"Malphite","Original","01-Sep-2009",14488,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malphite","Glacial","11-Jul-2012",15532,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malphite","Mecha","23-Jul-2014",16274,0.0042,0.0036,0.0871,0.0669,0.5068,0.5053,6e-04,0.0202,0.00150000000000006
"Malphite","Ironside","07-Oct-2015",16715,0.0142,0.0089,0.1248,0.1068,0.5238,0.5176,0.0053,0.018,0.00620000000000009
"Malphite","Odyssey","12-Sep-2018",17786,0.0268,0.0276,0.0716,0.0686,0.5004,0.502,-0.000799999999999999,0.003,-0.00160000000000005
"Malphite","Dark Star","26-Mar-2020",18347,0.0252,0.0181,0.0688,0.055,0.5021,0.5046,0.0071,0.0138,-0.00250000000000006
"Malphite","Shamrock","16-Mar-2010",14684,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malphite","Coral Reef","08-Nov-2010",14921,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malphite","Marble","21-Mar-2011",15054,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malphite","Obsidian","15-Aug-2011",15201,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malphite","Prestige Dark Star","26-Mar-2020",18347,0.0252,0.0181,0.0688,0.055,0.5021,0.5046,0.0071,0.0138,-0.00250000000000006
"Malzahar","Original","01-Jun-2010",14761,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malzahar","Shadow Prince","01-Jun-2010",14761,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malzahar","Djinn","01-Feb-2011",15006,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malzahar","Overlord","19-Sep-2011",15236,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malzahar","Battle Boss","08-Aug-2017",17386,0.1057,0.0582,0.0813,0.0636,0.5343,0.5493,0.0475,0.0177,-0.015
"Malzahar","Vizier","01-Jun-2010",14761,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malzahar","Snow Day","15-Dec-2014",16419,0.0032,0.0024,0.0312,0.0257,0.5125,0.5127,8e-04,0.0055,-0.000200000000000089
"Malzahar","Hextech","18-Oct-2018",17822,0.0437,0.0357,0.0585,0.0546,0.5124,0.5116,0.008,0.0039,0.000799999999999912
"Malzahar","Worldbreaker","09-Apr-2020",18361,NA,0.0384,NA,0.0367,NA,0.5022,NA,NA,NA
"Maokai","Original","16-Feb-2011",15021,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maokai","Charred","16-Feb-2011",15021,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maokai","Totemic","16-Feb-2011",15021,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maokai","Meowkai","31-Mar-2016",16891,0.0738,3e-04,0.1264,0.022,0.5074,0.4976,0.0735,0.1044,0.00979999999999998
"Maokai","Festive","14-Dec-2011",15322,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maokai","Haunted","26-Oct-2012",15639,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maokai","Goalkeeper","18-Jun-2014",16239,0.0214,0.0047,0.0508,0.0079,0.4953,0.4734,0.0167,0.0429,0.0219
"Maokai","Victorious","08-Nov-2016",17113,0.0164,0.0013,0.0967,0.0307,0.5152,0.5277,0.0151,0.066,-0.0125
"Maokai","Worldbreaker","09-Apr-2020",18361,NA,0.0041,NA,0.0526,NA,0.5264,NA,NA,NA
"MasterYi","Original","21-Feb-2009",14296,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MasterYi","Assassin","17-Dec-2009",14595,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MasterYi","Chosen","03-Jun-2010",14763,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MasterYi","Ionia","12-Sep-2010",14864,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MasterYi","Samurai Yi","07-Mar-2011",15040,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MasterYi","Headhunter","08-Feb-2012",15378,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MasterYi","PROJECT Yi","07-Sep-2015",16685,0.0438,0.1411,0.1339,0.0887,0.4911,0.48,-0.0973,0.0452,0.0111
"MasterYi","Cosmic Blade","26-Apr-2017",17282,0.0714,0.0211,0.1278,0.0881,0.5273,0.5238,0.0503,0.0397,0.00349999999999995
"MasterYi","Eternal Sword Yi","27-Sep-2017",17436,0.0504,0.1153,0.0607,0.0833,0.475,0.4903,-0.0649,-0.0226,-0.0153
"MasterYi","Blood Moon","20-Feb-2020",18312,0.2304,0.0989,0.0804,0.0489,0.5053,0.5137,0.1315,0.0315,-0.00840000000000007
"MasterYi","Snow Man Yi","06-Dec-2018",17871,0.1558,0.108,0.1102,0.0835,0.5077,0.4942,0.0478,0.0267,0.0135000000000001
"MissFortune","Original","08-Sep-2010",14860,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MissFortune","Cowgirl","08-Sep-2010",14860,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MissFortune","Waterloo","08-Sep-2010",14860,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MissFortune","Mafia","01-Nov-2011",15279,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MissFortune","Arcade","12-Aug-2014",16294,0.0017,9e-04,0.0311,0.0293,0.5097,0.5195,8e-04,0.0018,-0.00979999999999992
"MissFortune","Captain Fortune","30-Jul-2015",16646,0.0013,0.001,0.0329,0.0166,0.4977,0.5271,3e-04,0.0163,-0.0294
"MissFortune","Pool Party","13-Jul-2016",16995,9e-04,0.0025,0.0596,0.0722,0.5225,0.534,-0.0016,-0.0126,-0.0115000000000001
"MissFortune","Star Guardian","06-Sep-2017",17415,0.0036,0.0124,0.0615,0.079,0.5123,0.5117,-0.0088,-0.0175,0.000599999999999934
"MissFortune","Gun Goddess","22-Mar-2018",17612,0.0032,0.005,0.0452,0.0326,0.5116,0.4951,-0.0018,0.0126,0.0165000000000001
"MissFortune","Pajama Guardian","21-Nov-2018",17856,0.0151,0.0253,0.0808,0.0861,0.505,0.52,-0.0102,-0.0053,-0.015
"MissFortune","Secret Agent","16-Nov-2010",14929,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MissFortune","Candy Cane","14-Dec-2010",14957,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MissFortune","Road Warrior","24-May-2011",15118,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MissFortune","Bewitching","24-Oct-2019",18193,0.03,0.0038,0.1207,0.0546,0.5254,0.5045,0.0262,0.0661,0.0209
"MissFortune","Prestige Bewitching","24-Oct-2019",18193,0.03,0.0038,0.1207,0.0546,0.5254,0.5045,0.0262,0.0661,0.0209
"MonkeyKing","Original","26-Jul-2011",15181,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MonkeyKing","Volcanic","26-Jul-2011",15181,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MonkeyKing","General","26-Jul-2011",15181,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MonkeyKing","Jade Dragon","10-Jan-2012",15349,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MonkeyKing","Radiant","27-Jan-2016",16827,0.0014,0.0023,0.0661,0.0504,0.518,0.5382,-9e-04,0.0157,-0.0202
"MonkeyKing","Lancer Stratus","04-Apr-2018",17625,0.0073,0.0042,0.0425,0.0279,0.5164,0.5083,0.0031,0.0146,0.0081
"MonkeyKing","Underworld","28-Oct-2014",16371,0.0125,0.0058,0.0857,0.0775,0.5231,0.5219,0.0067,0.0082,0.00119999999999998
"Mordekaiser","Original","24-Feb-2010",14664,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mordekaiser","Infernal","24-Feb-2010",14664,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mordekaiser","Pentakill","21-Sep-2010",14873,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mordekaiser","Lord","10-May-2011",15104,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mordekaiser","King of Clubs","20-May-2015",16575,0.0015,0.0013,0.0184,0.012,0.5287,0.5147,2e-04,0.0064,0.0139999999999999
"Mordekaiser","Dark Star","26-Mar-2020",18347,0.1796,0.1973,0.115,0.1202,0.4937,0.4922,-0.0177,-0.0052,0.0015
"Mordekaiser","Dragon Knight","24-Feb-2010",14664,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morgana","Original","21-Feb-2009",14296,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morgana","Blade Mistress","01-Dec-2010",14944,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morgana","Blackthorn","23-May-2012",15483,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morgana","Ghost Bride","13-Jun-2013",15869,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morgana","Majestic Empress","26-Sep-2019",18165,0.507,0.455,0.1275,0.1227,0.5016,0.5033,0.052,0.0048,-0.00169999999999992
"Morgana","Exiled","01-Jun-2010",14761,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morgana","Sinful Succulence","02-Sep-2010",14854,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morgana","Lunar Wraith","27-Jan-2016",16827,0.0383,0.0144,0.1585,0.1369,0.5105,0.5184,0.0239,0.0216,-0.00790000000000002
"Morgana","Bewitching","19-Oct-2016",17093,0.0323,0.0378,0.1388,0.1422,0.5226,0.509,-0.0055,-0.00339999999999999,0.0135999999999999
"Morgana","Victorious","11-Nov-2014",16385,0.3032,0.528,0.1972,0.1447,0.5011,0.502,-0.2248,0.0525,-0.000900000000000012
"Nami","Original","07-Dec-2012",15681,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nami","Koi","07-Dec-2012",15681,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nami","River Spirit","01-Jun-2014",16222,0.0019,0.0028,0.1518,0.0812,0.509,0.5075,-9e-04,0.0706,0.00150000000000006
"Nami","Urf the Nami-tee","31-Mar-2015",16525,6e-04,7e-04,0.0884,0.0873,0.5106,0.4974,-1e-04,0.0011,0.0132
"Nami","Deep Sea","29-Jun-2016",16981,0.0011,6e-04,0.133,0.0947,0.5148,0.5128,5e-04,0.0383,0.002
"Nami","Program","15-Nov-2018",17850,0.0142,0.0329,0.1122,0.1622,0.5141,0.5209,-0.0187,-0.05,-0.00680000000000003
"Nami","Splendid Staff","26-Sep-2019",18165,0.0085,0.0108,0.1005,0.1035,0.523,0.5297,-0.0023,-0.00299999999999999,-0.00669999999999993
"Nami","SKT T1","27-Jun-2017",17344,0.0022,0.0012,0.099,0.121,0.4979,0.5005,0.001,-0.022,-0.00259999999999994
"Nasus","Original","30-Sep-2009",14517,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nasus","Galactic","13-Jul-2010",14803,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nasus","Pharaoh","02-Nov-2010",14915,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nasus","Dreadknight","26-Apr-2011",15090,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nasus","Infernal","20-Nov-2013",16029,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nasus","Archduke","31-Mar-2015",16525,0.0362,0.0163,0.1031,0.0821,0.5156,0.5151,0.0199,0.021,0.000499999999999945
"Nasus","Worldbreaker","10-Nov-2016",17115,0.0168,0.0021,0.0865,0.0313,0.5195,0.5004,0.0147,0.0552,0.0191
"Nasus","Riot K-9","16-Aug-2011",15202,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nasus","Lunar Guardian","08-Feb-2018",17570,0.1074,0.0483,0.0712,0.0783,0.486,0.519,0.0591,-0.0071,-0.033
"Nautilus","Original","14-Feb-2012",15384,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nautilus","Abyssal","14-Feb-2012",15384,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nautilus","Subterranean","14-Feb-2012",15384,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nautilus","AstroNautilus","04-Sep-2012",15587,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nautilus","Warden","17-Feb-2015",16483,8e-04,0.0014,0.0223,0.023,0.4785,0.4825,-6e-04,-0.000699999999999999,-0.004
"Nautilus","Worldbreaker","10-Nov-2016",17115,0.0121,0.0029,0.0993,0.0598,0.516,0.5328,0.0092,0.0395,-0.0168
"Neeko","Original","05-Dec-2018",17870,0.4704,NA,0.1186,NA,0.4846,NA,NA,NA,NA
